montreal/10,Côte-Saint-Luc / Ellendale/Fielding,10,2009-09-03,00:00-24:00,1942.7,3165.1,374.1,287.5,6818.3,634.8,1024.1,2953.8,45.5,75.0,8559.5,3081.3,281.3,273.3,519.0,337.4,61.0,85.8,73.6,218.8,45.476796,-73.636580
montreal/100,Décarie / Jean-Talon inter.Est(desJockey,100,2009-01-20,00:00-24:00,0.0,0.0,0.0,6498.4,10112.0,0.0,6730.3,22713.2,3746.0,0.0,5442.9,0.0,1532.4,1491.6,522.2,67.7,0.0,10.3,1.6,0.0,45.494655,-73.652834
montreal/1000,Beaubien / Iberville,1000,2004-03-22,00:00-24:00,442.6,7416.5,0.0,342.8,4601.1,481.4,491.5,7601.9,10.8,464.1,5179.7,299.0,453.9,397.0,368.2,506.7,0.0,0.0,0.0,0.0,45.548981,-73.591571
montreal/1001,Beaubien / Lorimier,1001,2004-03-18,00:00-24:00,428.3,5342.5,10.7,398.2,5555.2,670.3,907.4,9167.2,18.5,405.3,3833.3,159.6,191.1,1528.9,483.3,219.2,0.0,0.0,0.0,0.0,45.545541,-73.594550
montreal/1002,Beaubien / Papineau,1002,2004-03-11,00:00-24:00,893.9,13151.0,15.0,518.4,5746.0,471.2,593.0,9204.9,852.7,533.3,4264.4,477.6,1311.6,1574.0,1141.0,1401.8,0.0,0.0,0.0,0.0,45.543164,-73.596671
montreal/10027,Bombardier / L-H-Lafontaine (dir.Sud),10027,2009-06-10,00:00-24:00,543.0,3443.9,1318.4,1.5,10014.5,4744.9,0.0,0.0,0.0,3718.2,5634.3,0.0,26.4,0.0,27.9,5.0,50.5,0.0,44.2,6.5,45.611050,-73.581287
montreal/1003,Bélanger / Iberville,1003,2004-03-24,00:00-24:00,452.4,6960.1,17.4,572.1,5509.7,637.0,774.0,8098.3,22.5,366.0,4435.0,276.2,315.4,414.8,162.3,412.0,0.0,0.0,0.0,0.0,45.552196,-73.598480
montreal/10033,Larrey / L-H-Lafontaine (dir.Sud),10033,2010-03-31,00:00-24:00,0.0,3556.8,1005.6,0.0,5.0,5823.7,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.613276,-73.588163
montreal/10039,L-H-Lafontaine (dir.Sud) / Roseraies des,10039,2009-05-20,00:00-24:00,219.0,14124.2,3626.4,2.1,6316.4,3457.0,2.2,0.0,0.0,1082.2,5653.0,0.0,126.6,0.0,715.8,74.2,144.9,3.5,95.5,8.8,45.601570,-73.559674
montreal/1004,Bélanger / Lorimier,1004,2004-03-18,00:00-24:00,528.6,4441.8,14.7,483.7,5132.0,601.5,825.4,9187.1,5.4,321.8,4331.9,232.3,769.7,642.9,519.9,480.4,0.0,0.0,0.0,0.0,45.548685,-73.601432
montreal/10045,Albert-Hudon / Léger,10045,2009-05-15,00:00-24:00,0.0,19.0,3.7,9.5,8662.2,535.9,699.3,7.7,1766.6,2239.0,8226.4,59.8,176.9,44.2,64.9,42.5,0.0,0.0,0.0,0.0,45.624766,-73.619318
montreal/1005,Bélanger / Papineau,1005,2004-03-10,00:00-24:00,976.0,13466.3,4.3,558.1,5505.7,521.6,468.5,9411.5,557.9,590.3,4073.2,655.9,995.9,1219.3,636.9,1377.6,0.0,0.0,0.0,0.0,45.546352,-73.603554
montreal/1006,Bellechasse / Iberville,1006,2004-03-23,00:00-24:00,764.3,7538.6,45.7,418.6,3902.6,470.0,498.5,7939.6,5.3,508.7,4468.5,339.7,237.6,276.7,268.2,255.1,0.0,0.0,0.0,0.0,45.547391,-73.588188
montreal/1007,Bellechasse / Lorimier,1007,2004-03-18,00:00-24:00,666.3,6131.7,28.3,309.2,4177.3,592.4,470.1,9744.9,25.7,239.9,3831.5,240.1,555.8,482.9,335.5,316.0,0.0,0.0,0.0,0.0,45.543951,-73.591205
montreal/1008,Bellechasse / Papineau,1008,2004-03-11,00:00-24:00,616.2,12694.8,24.5,427.6,4773.0,716.6,496.1,9365.1,10.7,518.6,4163.0,654.0,868.7,725.0,1844.1,713.9,0.0,0.0,0.0,0.0,45.541592,-73.593250
montreal/1009,Carrières des / Iberville,1009,2004-03-23,00:00-24:00,339.5,8747.7,148.9,66.9,954.3,473.8,532.1,9102.6,1026.3,689.1,1102.7,347.7,431.1,92.8,403.7,156.9,0.0,0.0,0.0,0.0,45.545864,-73.584830
montreal/101,Décarie / Jean-Talon interOuest(Jockey),101,2009-01-20,00:00-24:00,426.0,18392.6,4382.8,0.0,5263.3,7233.3,0.0,0.0,15.2,4536.2,1442.8,0.0,1276.4,65.8,644.7,1781.1,0.0,0.0,1.6,14.3,45.494195,-73.653408
montreal/1010,Carrières des / Lorimier,1010,2004-03-17,00:00-24:00,479.8,6979.1,26.3,165.1,3111.9,303.8,502.6,11592.6,1448.6,717.0,3124.6,296.1,191.5,869.1,184.1,556.6,0.0,0.0,0.0,0.0,45.542487,-73.588142
montreal/1011,Chabot / Rosemont,1011,2004-03-11,00:00-24:00,631.0,510.6,708.9,0.0,9980.3,225.2,0.0,0.0,0.0,382.4,7043.1,0.0,1152.8,1117.8,670.8,1929.0,0.0,0.0,0.0,0.0,45.541819,-73.590343
montreal/1012,Crémazie / Iberville inter. Sud,1012,2010-06-15,00:00-24:00,0.0,3072.5,162.5,0.0,0.0,0.0,1802.3,7499.1,0.0,947.5,13630.0,300.2,0.0,273.7,33.6,84.0,6.3,142.5,66.4,133.1,45.558204,-73.612311
montreal/1013,Dandurand / Iberville,1013,2004-03-19,00:00-24:00,629.1,10820.6,523.3,649.0,687.2,983.8,554.0,9997.9,628.5,549.2,538.9,460.6,460.2,448.2,387.7,313.9,0.0,0.0,0.0,0.0,45.544247,-73.580999
montreal/1014,Everett / Iberville,1014,2004-04-14,00:00-24:00,193.8,6554.3,56.9,91.8,448.6,184.7,177.8,7759.4,209.8,170.7,280.3,161.2,96.9,468.2,124.6,161.0,0.0,0.0,0.0,0.0,45.554657,-73.604376
montreal/1015,Everett / Lorimier,1015,2004-03-19,00:00-24:00,484.9,4639.7,0.0,0.0,0.0,0.0,0.0,8848.0,994.8,566.9,0.0,552.4,231.6,0.0,503.2,314.3,0.0,0.0,0.0,0.0,45.551558,-73.607918
montreal/1016,Everett / Papineau,1016,2004-03-12,00:00-24:00,557.1,15165.2,5.2,399.8,1155.8,303.8,294.2,10128.2,400.5,428.0,912.5,803.5,1432.8,1407.5,1197.1,1951.2,0.0,0.0,0.0,0.0,45.549477,-73.610539
montreal/1017,Holt / Iberville,1017,2004-03-19,00:00-24:00,340.1,10557.8,328.4,359.6,733.5,348.5,225.4,10682.4,282.8,482.5,945.6,417.4,256.3,235.0,242.3,555.4,0.0,0.0,0.0,0.0,45.545181,-73.583228
montreal/1018,Holt / Lorimier,1018,2004-03-17,00:00-24:00,0.0,7203.6,675.5,493.5,0.0,866.2,1082.2,13371.1,0.0,0.0,0.0,0.0,51.1,162.3,178.2,17.9,0.0,0.0,0.0,0.0,45.541714,-73.586489
montreal/1019,Iberville / Jarry,1019,2004-05-20,00:00-24:00,34.4,177.8,181.2,212.9,7488.0,1528.9,2176.1,226.9,122.5,18.4,4671.9,111.2,112.4,213.0,81.7,157.1,0.0,0.0,0.0,0.0,45.559084,-73.613786
montreal/10194,90 e Avenue / Airlie,10194,2009-06-03,00:00-24:00,699.1,2145.5,370.4,472.6,4609.0,451.8,359.0,2310.1,1144.6,460.4,4054.5,2148.8,273.1,438.0,143.9,192.9,18.0,65.3,44.0,13.3,45.423059,-73.641561
montreal/102,Décarie / Snowdon inter. Est,102,2009-08-27,00:00-24:00,0.0,0.0,0.0,85.4,47.8,0.0,91.5,22439.5,1274.5,0.0,0.0,1065.7,113.0,479.3,255.5,1.6,10.2,165.2,24.9,0.0,45.482737,-73.626578
montreal/1020,Iberville / Jean-Talon,1020,2004-03-25,00:00-24:00,726.7,5798.3,430.7,333.8,7571.6,581.7,552.7,6872.0,1021.5,442.2,6609.7,371.8,1877.4,1419.0,630.4,535.5,0.0,0.0,0.0,0.0,45.553624,-73.602030
montreal/1021,Iberville / L.-O.-David,1021,2004-03-25,00:00-24:00,141.8,7083.3,31.5,114.5,483.8,243.6,147.3,7706.3,176.5,223.7,392.2,121.4,181.2,200.5,179.4,180.1,0.0,0.0,0.0,0.0,45.555671,-73.606683
