hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Arthur_Dr_Liberty_Dr.txt,LIBERTY DR / ARTHUR DR,Cars - Trucks,,00:00-24:00,89.6,2998.3,501.6,603.9,36.4,1099.2,1770.3,3378.4,28.1,31.2,17.8,82.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Barrow_Rd_Clinard_Farms_Rd.txt,BARROW ROAD / CLINARD FARMS ROAD,Cars - Trucks,,00:00-24:00,1.0,1.7,0.0,1.1,1141.0,745.5,878.2,0.0,599.7,630.0,1357.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Barrow_Rd_Willard_Dairy_Rd.txt,BARROW ROAD / WILLARD DAIRY ROAD,Cars - Trucks,,00:00-24:00,9.2,1192.9,200.0,442.2,32.6,2114.9,301.8,1060.3,1.1,0.0,12.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Bellevue_Dr_Main_St.txt,MAIN STREET / BELLEVUE DRIVE,Cars - Trucks,,00:00-24:00,91.9,12869.8,479.4,629.5,291.8,630.0,513.1,11703.3,251.4,342.9,215.4,165.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Braddock_Rd_Skeet_Club_Rd.txt,BRADDOCK ROAD / SKEET CLUB ROAD,Cars - Trucks,,00:00-24:00,82.4,24.9,425.0,335.6,4626.6,246.1,359.4,34.7,436.7,361.3,5366.6,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Brentwood_St_Springfield_Rd.txt,BRENTWOOD ST / SPRINGFIELD RD,Cars - Trucks,,00:00-24:00,317.6,2153.9,338.9,460.5,540.3,186.6,176.8,2349.4,106.2,263.0,640.6,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Bridges_Dr_Eastchester_Dr.txt,BRIDGES DRIVE / EASTCHESTER DRIVE,Cars - Trucks,,00:00-24:00,44.2,13.6,22.9,91.0,13375.8,621.5,732.7,22.1,187.9,330.2,13641.9,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Burton_Ave_Westchester_Dr.txt,WESTCHESTER DR / BURTON AV,Cars - Trucks,,00:00-24:00,987.0,11543.4,269.8,277.1,817.4,207.9,225.2,11800.5,670.9,961.3,902.0,1494.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Bus_85_NB_Kivett_Dr.txt,BUS 85 NB RAMP / KIVETT DR,Cars - Trucks,,00:00-24:00,0.0,0.0,0.0,118.1,3189.6,144.1,476.3,134.9,1825.0,1189.2,2258.1,1789.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
hp/www.hpdot.net/docs/trafficCounts/counts/2000_Adobe_PDF/Centennial_Dr_Kivett_Dr.txt,CENTENNIAL DR / KIVETT DR,Cars - Trucks,,00:00-24:00,2340.5,5836.8,1280.2,1164.6,4972.7,720.2,521.5,5413.4,1025.1,1711.1,4766.2,2731.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
