syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,11:00-11:15,5,46,13,12,24,31,63,32,38,57,46,2,0,1,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,11:15-11:30,4,55,26,15,27,24,75,35,43,30,31,1,0,1,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,11:30-11:45,7,40,20,14,40,27,77,39,32,40,30,4,0,0,1,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,11:45-12:00,3,58,17,11,34,47,85,45,38,42,51,5,0,0,1,1,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,12:00-12:15,12,45,16,20,21,29,62,54,37,56,42,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,12:15-12:30,5,62,18,16,31,39,57,41,36,37,39,2,1,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,12:30-12:45,6,52,14,13,25,22,41,32,24,39,28,4,0,0,0,1,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Cars - Buses - Trucks,1/16/2010,12:45-13:00,8,65,17,10,26,33,47,33,34,36,43,3,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Buses - Trucks,1/16/2010,11:00-11:15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Buses - Trucks,1/16/2010,11:15-11:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Buses - Trucks,1/16/2010,11:30-11:45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Buses - Trucks,1/16/2010,11:45-12:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Buses - Trucks,1/16/2010,12:00-12:15,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/418_020_2010.txt,Warners Road / Milton Avenue,Buses - Trucks,1/16/2010,12:15-12:30,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,07:00-07:15,14,80,17,24,7,16,5,135,5,29,26,66,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:7,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,07:15-07:30,6,76,8,33,20,12,5,127,12,15,33,84,,,,,,,,,,,Eastbound:ROR:4,Northbound:ROR:0,Southbound:ROR:1,Westbound:ROR:2
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,07:30-07:45,20,66,20,34,23,17,14,133,7,9,47,104,,,,,,,,,,,Eastbound:ROR:3,Northbound:ROR:2,Southbound:ROR:0,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,07:45-08:00,23,101,12,24,27,17,10,112,7,18,46,59,,,,,,,,,,,Eastbound:ROR:5,Northbound:ROR:1,Southbound:ROR:3,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,08:00-08:15,28,77,10,20,23,7,9,121,8,8,24,64,,,,,,,,,,,Eastbound:ROR:4,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:2
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,08:15-08:30,24,76,10,25,19,10,4,91,8,5,42,49,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:1,Southbound:ROR:0,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,08:30-08:45,14,57,6,26,22,14,11,88,6,6,23,50,,,,,,,,,,,Eastbound:ROR:2,Northbound:ROR:1,Southbound:ROR:2,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,08:45-09:00,31,88,10,16,18,20,16,98,1,10,34,48,,,,,,,,,,,Eastbound:ROR:4,Northbound:ROR:3,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,16:00-16:15,52,121,20,15,47,40,30,96,5,11,31,44,,,,,,,,,,,Eastbound:ROR:1,Northbound:ROR:1,Southbound:ROR:6,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,16:15-16:30,68,107,33,12,46,43,18,80,7,15,43,22,,,,,,,,,,,Eastbound:ROR:2,Northbound:ROR:2,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,16:30-16:45,62,157,21,15,60,36,16,82,18,12,35,38,,,,,,,,,,,Eastbound:ROR:3,Northbound:ROR:2,Southbound:ROR:3,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,16:45-17:00,81,171,26,19,46,36,14,103,12,8,52,42,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:4,Southbound:ROR:1,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,17:00-17:15,78,163,31,19,53,36,14,110,10,14,47,44,,,,,,,,,,,Eastbound:ROR:2,Northbound:ROR:0,Southbound:ROR:2,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,17:15-17:30,86,170,44,16,38,37,17,104,11,8,49,48,,,,,,,,,,,Eastbound:ROR:2,Northbound:ROR:4,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,17:30-17:45,100,143,18,21,40,30,18,78,6,10,50,42,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:3,Southbound:ROR:3,Westbound:ROR:2
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Cars - Peds/Bikes - Buses/Trucks,10/20/2010,17:45-18:00,57,161,22,13,39,28,7,80,3,11,39,41,,,,,,,,,,,Eastbound:ROR:1,Northbound:ROR:0,Southbound:ROR:1,Westbound:ROR:1
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Peds/Bikes,10/20/2010,07:15-07:30,,,,,,,,,,,,,0,0,0,0,0,1,0,0,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Peds/Bikes,10/20/2010,07:45-08:00,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Peds/Bikes,10/20/2010,08:00-08:15,,,,,,,,,,,,,0,0,0,0,2,0,1,0,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Peds/Bikes,10/20/2010,08:45-09:00,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Peds/Bikes,10/20/2010,16:45-17:00,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Peds/Bikes,10/20/2010,17:30-17:45,,,,,,,,,,,,,0,0,0,0,1,0,0,0,,
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,07:00-07:15,0,3,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,07:15-07:30,0,0,0,0,1,1,1,1,1,0,2,0,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,07:30-07:45,1,4,4,0,0,2,0,0,0,2,1,2,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,07:45-08:00,1,2,2,0,0,0,0,1,0,0,1,1,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,08:00-08:15,0,5,0,0,1,0,0,1,0,0,0,1,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,08:15-08:30,3,3,0,0,1,0,0,0,0,0,2,1,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,08:30-08:45,2,2,0,0,1,2,1,1,0,1,0,0,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,08:45-09:00,1,11,1,0,0,3,1,0,1,1,0,1,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,16:00-16:15,1,2,0,0,1,2,1,0,0,0,2,2,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,16:15-16:30,1,4,0,1,3,0,0,0,0,0,1,1,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
syracuse/Camillus (T)/ManualCounts/2010/470_060_2010.txt,Hinsdale Rd / Milton Ave,Buses/Trucks,10/20/2010,16:30-16:45,1,1,0,0,3,0,0,2,0,0,0,0,,,,,,,,,,,Eastbound:ROR:0,Northbound:ROR:0,Southbound:ROR:0,Westbound:ROR:0
