id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,10:30-10:45,,106,16,,,,4,55,,10,79,4,,1,3,8,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,10:45-11:00,,97,11,,,,5,57,,7,82,7,,,,3,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,11:00-11:15,,98,18,,,,3,46,,6,71,3,,,2,2,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,11:15-11:30,,107,5,,,,2,43,,12,72,5,,,1,2,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,11:30-11:45,,89,9,,,,4,51,,10,68,4,,,,3,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,11:45-12:00,,103,8,,,,5,41,,5,58,6,,1,,2,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,12:00-12:15,,88,5,,,,4,50,,8,53,8,,1,,2,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,12:15-12:30,,85,4,,,,1,58,,14,71,6,,,,1,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,12:30-12:45,,80,12,,,,2,66,,17,76,6,,1,3,2,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,12:45-13:00,,93,11,,,,1,69,,13,76,5,,,3,3,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,14:00-14:15,,106,7,,,,,71,,9,89,4,,,1,6,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,14:15-14:30,,94,11,,,,1,86,,13,101,7,,1,,11,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,14:30-14:45,,88,14,,,,2,136,,10,93,5,,1,2,4,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,14:45-15:00,,106,11,,,,1,151,,6,110,6,,4,4,9,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,15:00-15:15,,117,14,,,,3,156,,9,101,5,,9,15,14,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,15:15-15:30,,123,13,,,,4,169,,11,97,3,,11,11,17,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,15:30-15:45,,128,17,,,,4,174,,12,91,7,,13,26,19,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,15:45-16:00,,123,11,,,,3,191,,14,129,12,,6,2,9,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,16:00-16:15,,102,14,,,,2,204,,8,148,9,,3,4,13,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,16:15-16:30,,133,14,,,,6,236,,9,180,15,,4,16,4,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,16:30-16:45,,103,18,,,,5,296,,10,196,15,,3,35,50,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,16:45-17:00,,133,10,,,,7,347,,6,183,11,,2,,8,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,17:00-17:15,,131,9,,,,5,307,,15,179,8,,1,6,4,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,17:15-17:30,,119,11,,,,3,297,,16,171,10,,1,,4,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,17:30-17:45,,123,13,,,,2,276,,7,156,7,,1,9,12,,,,,38.928635,-77.029708
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20IRVING%20STREET.txt,13TH STREET NW & IRVING STREET,x,12/5/2000,17:45-18:00,,109,7,,,,4,253,,13,138,11,,,3,7,,,,,38.928635,-77.029708
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,07:00-07:15,1,227,,,,,,79,3,4,100,8,,7,2,10,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,09:45-10:00,,211,,,,,,39,5,3,69,3,,3,1,5,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,10:00-10:15,1,170,,,,,,56,4,7,65,5,,1,,,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,10:15-10:30,,149,,,,,,64,3,9,63,3,,3,3,,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,10:30-10:45,1,128,,,,,,72,4,10,41,7,,3,4,,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,10:45-11:00,1,119,,,,,,80,3,6,55,7,,3,2,2,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,11:00-11:15,6,108,,,,,,66,3,6,50,8,,3,7,2,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,11:15-11:30,4,101,,,,,,63,2,5,50,6,,1,5,1,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,11:30-11:45,3,99,,,,,,65,3,6,47,6,,3,3,1,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,11:45-12:00,2,105,,,,,,60,6,7,58,5,,5,2,1,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,12:00-12:15,1,95,,,,,,79,3,4,52,3,,,3,,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,12:15-12:30,1,91,,,,,,83,4,4,54,2,,,1,,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,12:30-12:45,,87,,,,,,69,4,3,59,3,,1,,1,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,12:45-13:00,1,98,,,,,,86,7,2,48,1,,1,1,1,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,14:00-14:15,3,101,,,,,,112,10,2,61,3,,4,,3,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,14:15-14:30,4,101,,,,,,100,7,1,44,4,,2,,2,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,14:30-14:45,2,116,,,,,,109,7,1,52,7,,,,1,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,14:45-15:00,1,114,,,,,,115,5,2,58,8,,5,1,3,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,15:00-15:15,3,115,,,,,,137,11,2,70,7,,4,11,27,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,15:15-15:30,4,113,,,,,,148,13,1,76,5,,3,13,15,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,15:30-15:45,4,116,,,,,,159,14,1,81,6,,3,18,52,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,15:45-16:00,3,121,,,,,,169,7,4,73,7,,11,11,4,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,16:00-16:15,2,146,,,,,,225,11,5,75,8,,7,7,,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,16:15-16:30,3,139,,,,,,159,4,6,98,9,,18,3,7,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,16:30-16:45,4,148,,,,,,181,8,7,61,10,,51,4,39,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,16:45-17:00,4,133,,,,,,185,6,8,83,11,,6,3,2,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,17:00-17:15,6,125,,,,,,251,12,13,80,12,,4,2,5,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,17:15-17:30,4,131,,,,,,233,15,18,77,10,,7,1,2,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,17:30-17:45,2,118,,,,,,311,11,16,99,9,,2,,2,,,,,38.929657,-77.029709
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2000/200012/13TH%20STREET %20NW%20%26%20KENYON%20STREET.txt,13TH STREET NW & KENYON STREET,x,12/6/2000,17:45-18:00,1,106,,,,,,272,13,14,89,8,,5,,1,,,,,38.929657,-77.029709
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,07:00-07:15,9,50,14,50,54,21,32,102,46,5,40,6,26,31,17,27,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,10:00-10:15,9,46,13,33,75,21,27,53,23,28,42,17,41,20,11,27,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,10:15-10:30,7,43,11,27,81,19,23,49,27,23,38,15,33,21,21,17,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,10:30-10:45,9,44,11,26,58,15,26,43,33,27,35,15,22,23,32,12,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,10:45-11:00,9,40,11,16,52,10,40,42,19,20,38,16,31,22,38,28,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,11:00-11:15,12,53,11,18,56,17,24,42,18,19,50,10,37,42,38,39,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,11:15-11:30,5,53,7,13,45,12,11,48,22,23,56,9,14,26,31,16,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,11:30-11:45,12,53,16,18,54,19,28,40,17,33,37,3,48,24,40,28,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,11:45-12:00,7,27,7,9,46,11,39,49,10,44,44,8,34,28,38,25,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,12:00-12:15,7,39,13,15,57,13,31,37,14,33,53,6,38,32,36,30,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,12:15-12:30,2,53,10,9,60,19,28,43,14,22,35,6,50,41,42,33,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,12:30-12:45,3,57,8,9,51,16,23,41,19,18,39,7,79,39,33,78,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,12:45-13:00,8,55,16,11,54,17,24,39,21,17,42,9,84,30,24,74,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,14:00-14:15,10,68,12,8,56,15,34,43,12,15,35,7,37,34,37,21,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,14:15-14:30,4,69,19,22,61,19,28,54,16,23,41,11,34,31,54,35,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,14:30-14:45,4,67,13,13,50,13,27,44,12,28,60,9,34,23,61,21,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,14:45-15:00,2,83,14,15,52,20,25,47,13,23,61,3,39,28,35,33,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,15:00-15:15,9,87,28,33,53,19,28,49,11,29,64,5,38,41,39,37,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,15:15-15:30,11,73,39,49,59,17,30,41,9,31,61,3,32,47,41,34,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,15:30-15:45,11,68,40,50,64,18,31,44,8,35,57,7,37,53,42,40,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,15:45-16:00,17,53,22,19,61,17,15,42,8,36,45,7,24,27,30,52,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,16:00-16:15,7,112,29,20,57,24,34,53,12,43,54,5,49,35,42,29,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,16:15-16:30,13,91,28,14,72,31,20,42,10,32,82,4,25,23,38,39,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,16:30-16:45,5,85,27,21,75,26,45,52,5,46,84,7,49,43,63,27,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,16:45-17:00,8,85,31,15,83,23,38,41,16,37,75,6,27,43,62,20,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,17:00-17:15,8,122,40,27,85,19,43,35,12,48,92,5,63,45,55,47,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,17:15-17:30,7,115,37,49,67,34,50,51,10,38,99,3,2,37,50,32,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,17:30-17:45,5,113,27,33,63,29,42,50,5,33,124,5,11,40,56,45,,,,,38.896129,-77.015186
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200101/3RD%20STREET%20%26%20E%20STREET%20NW.txt,3RD STREET NW & E STREET,x,1/30/2001,17:45-18:00,7,119,25,17,64,21,61,46,12,45,103,8,57,26,37,58,,,,,38.896129,-77.015186
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,07:00-07:15,11,1,1,1,496,,1,1,2,4,138,,,,9,,,,,,38.899086,-76.977523
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,07:15-07:30,13,,2,,516,1,1,2,1,2,144,,,,5,,,,,,38.899086,-76.977523
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,07:30-07:45,14,2,3,,527,2,6,,1,6,149,,,,11,,,,,,38.899086,-76.977523
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,07:45-08:00,9,1,5,1,546,3,2,,2,8,147,,1,2,8,1,,,,,38.899086,-76.977523
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,08:30-08:45,3,,1,3,655,7,3,1,1,4,145,,2,3,9,,,,,,38.899086,-76.977523
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,08:45-09:00,2,1,1,4,669,5,4,2,1,3,143,1,,2,5,,,,,,38.899086,-76.977523
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/July/tree/2001/200102/BENNING%20ROAD%20AT%2018TH%20STREET%20NE.txt,BENNING ROAD NE AT 18TH STREET,x,2/7/2001,09:00-09:15,6,,1,2,586,4,2,,4,1,144,4,,1,4,,,,,,38.899086,-76.977523
